0.10,1.000000,414.930633,32964.000000,hibrid,alertas.shp
0.10,0.022054,11.773576,727.000000,minskew,alertas.shp
0.10,0.000728,0.708802,24.000000,euler,alertas.shp
0.10,0.086701,38.224646,2858.000000,euler,alertas.shp
0.10,0.000728,0.708802,24.000000,euler,alertas.shp
0.10,0.000728,0.708802,24.000000,euler,alertas.shp
0.10,4.205012,2714.342771,138614.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,0.000728,0.708802,24.000000,euler,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,0.000728,0.708802,24.000000,euler,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,0.000728,0.708802,24.000000,euler,alertas.shp
0.10,0.000728,0.708802,24.000000,euler,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,0.000728,0.708802,24.000000,euler,alertas.shp
0.10,0.000728,0.708802,24.000000,euler,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,0.000728,0.708802,24.000000,euler,alertas.shp
0.10,0.000728,0.708802,24.000000,euler,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.00,-nan,-nan,0.000000,hibrid,alertas.shp
0.05,2.272217,537.826414,75733.000000,hibrid,alertas.shp
0.04,2.450456,451.930045,82154.000000,hibrid,alertas.shp
0.20,7.073889,11868.801190,231875.000000,hibrid,alertas.shp
0.10,5.013560,3009.556978,165267.000000,hibrid,alertas.shp
0.10,5.011255,3168.682585,165191.000000,hibrid,alertas.shp
0.10,6.100291,3285.031359,201090.000000,hibrid,alertas.shp
0.10,5.864671,3133.929641,193323.000000,hibrid,alertas.shp
0.10,6.481829,4141.396340,213667.000000,hibrid,alertas.shp
0.10,5.768353,3313.917973,190148.000000,hibrid,alertas.shp
0.10,6.630900,4557.138764,218581.000000,hibrid,alertas.shp
0.10,5.768353,3313.917973,190148.000000,hibrid,alertas.shp
0.10,7.743720,4988.173998,255264.000000,hibrid,alertas.shp
0.10,7.235014,4752.802700,238495.000000,hibrid,alertas.shp
0.10,7.116612,4393.808247,234592.000000,hibrid,alertas.shp
0.10,6.261922,3671.920395,206418.000000,hibrid,alertas.shp
0.10,6.086640,3516.230476,200640.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,5.617006,3574.491844,185159.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
0.10,0.000705,0.708224,23.000000,euler,alertas.shp
0.10,3.959216,2596.047802,129114.000000,hibrid,alertas.shp
0.10,4.007887,2588.553101,132116.000000,hibrid,alertas.shp
