real	estimada
0	0
362	6542
9	1604
9	893
62	829
92	4758
20	3499
8	468
35	2520
94	4794
0	48
0	0
0	0
21	4510
412	5358
523	6062
6	96
0	1120
0	0
0	562
67	4242
0	469
0	0
10	1123
41	3940
0	0
7	1172
65	4364
0	0
30	2038
2	1602
0	0
78	2033
0	0
2	1602
11	517
0	0
0	0
0	0
153	5870
22	2909
0	0
104	5108
289	5561
7	1017
0	0
253	6591
46	3769
47	650
265	3208
38	1763
0	0
0	582
0	0
84	2657
0	1202
0	0
6	2233
19	2855
19	3609
0	159
0	1256
0	0
0	81
0	0
48	376
0	0
0	0
127	4028
0	0
0	0
1	134
0	0
0	0
0	1423
19	4513
0	354
6	1158
0	0
0	0
22	4442
0	0
0	0
0	0
195	4889
36	2540
3	44
0	0
0	0
0	0
96	5273
0	455
0	0
46	3538
0	291
450	5797
14	2759
0	0
0	0
28	2783
17	1397
24	3534
36	1939
223	3164
0	1588
32	772
34	2762
106	3055
105	1962
29	1963
2	51
0	1262
65	1851
0	970
0	0
12	3065
62	4434
17	3241
0	0
124	1002
420	5628
22	3532
0	0
99	4233
12	3837
290	6330
107	5573
354	5211
0	0
0	0
47	4127
89	2387
0	0
111	1178
0	0
55	3772
16	3406
0	0
24	1702
257	2513
0	0
39	2109
420	4186
0	0
450	4136
0	0
213	4239
260	6545
435	5223
102	2334
16	638
17	4707
0	159
0	1254
0	629
0	0
116	5302
0	0
0	0
223	2152
0	0
8	2016
0	1309
265	4759
0	0
0	160
1	25
0	0
7	820
0	0
44	4007
6	1165
0	0
24	3494
1	1560
0	0
0	0
0	0
0	1543
16	4039
0	0
0	0
0	0
203	4640
0	0
90	4382
0	751
6	1197
127	6264
85	4598
0	0
394	5286
49	3758
0	0
0	1600
0	1061
0	0
0	0
54	3866
0	0
0	1039
0	350
0	0
399	5597
321	3260
9	2396
162	5951
8	2266
0	0
0	0
0	106
241	6005
0	558
0	0
0	0
0	0
132	5762
0	299
209	5800
68	3750
0	286
18	1378
0	0
49	4031
356	5266
39	3488
7	889
0	0
0	0
26	4152
1	24
2	1602
11	3095
0	0
163	5667
38	3402
30	2133
8	343
260	6642
0	47
0	0
0	0
11	2574
16	4020
480	6646
16	2793
243	4685
0	0
2	102
0	957
1	1
0	0
125	5704
541	5920
0	160
219	6446
55	4302
281	6028
13	2641
0	0
87	4603
0	0
0	1384
0	0
14	2808
0	0
0	0
13	4092
186	6318
0	949
0	618
0	0
0	0
0	0
0	0
0	0
53	434
49	3507
556	5895
0	0
0	0
0	0
373	3420
0	0
0	1458
0	1327
5	845
0	0
0	0
107	5545
0	139
110	2350
0	0
1	55
48	4041
28	2088
1	160
170	6357
97	5308
161	3658
57	4100
12	3972
36	2683
0	0
43	4088
321	5567
49	3407
0	0
7	638
9	1740
17	3598
36	1933
0	0
181	4180
156	4918
0	1184
0	0
420	5416
46	4381
29	5252
0	0
0	0
199	3842
0	0
2	1602
0	0
2	6
497	6011
0	0
274	6561
126	5908
72	4035
0	0
0	0
0	0
84	2107
1	102
497	5985
0	0
26	5198
0	0
0	0
49	3388
6	263
0	0
0	0
41	4111
0	0
68	4072
1	360
105	4860
12	884
0	258
190	4195
0	0
52	3529
0	0
215	5003
274	5489
0	835
0	424
0	0
45	3908
1	21
1	18
191	6112
0	0
0	0
41	1979
169	6171
0	541
6	2321
12	3615
15	3519
22	971
10	1597
0	0
1	117
2	64
21	3020
0	1106
0	0
0	0
87	5658
0	0
27	4000
0	0
501	5674
0	329
1	6
177	1834
44	4025
0	0
7	1626
0	0
10	980
10	1702
40	3554
0	0
0	5
0	0
0	0
110	5878
23	3433
0	0
0	607
262	2928
23	3287
0	0
276	5134
28	4974
0	0
44	2761
67	2721
13	3092
46	3326
1	86
94	5698
0	929
0	0
0	0
116	2246
0	0
19	2062
141	5778
33	1898
72	2861
35	1873
49	3740
109	5129
7	2967
0	0
19	5003
0	0
142	6004
0	438
0	1183
16	3003
20	2097
12	3984
11	1309
31	4383
221	2494
3	7
0	0
141	3665
0	909
0	0
201	4573
0	0
1	451
0	921
0	0
0	1364
2	168
38	4028
0	32
108	5906
0	0
51	2112
0	0
0	0
0	0
21	2736
0	0
36	2078
0	360
99	5790
25	2657
11	3916
16	4735
0	0
128	1328
4	677
339	4024
168	6080
9	732
502	5990
181	6263
0	160
83	5628
0	0
1	1175
1	27
0	0
0	0
14	4419
28	4649
0	0
475	5556
0	0
0	106
102	5885
183	1734
26	2645
177	6361
19	4188
0	0
559	5589
46	3178
