real	estimada
1	986
0	0
336	36424
899	50090
0	0
29	8081
0	6353
1	7
0	0
1210	40574
2	93
177	34601
91	22700
0	0
233	15435
285	33113
85	22079
0	5371
138	11166
0	10
346	19502
395	23131
57	35778
22	18715
562	29268
2	519
440	41620
799	47049
0	6340
899	43803
0	0
3	1400
1038	31897
274	38312
98	11792
202	36427
0	0
226	26221
1	3262
50	32136
0	0
1556	39969
1535	35059
1	2652
494	48441
1	1638
831	28938
138	16718
511	38674
449	25301
0	0
1	12
106	18835
1126	24359
809	50443
371	21908
1379	36027
0	0
176	34328
18	4922
0	0
60	38441
458	47654
0	0
65	36367
1003	42188
774	32688
0	0
0	0
49	6154
64	6621
0	0
46	7421
55	9791
0	2112
2	339
647	50833
191	3617
83	30696
58	11031
55	37605
0	0
5	669
0	0
1	35
103	33758
1	85
0	525
27	4090
109	32582
58	37876
162	25477
47	2526
1	2553
106	2015
25	6424
1	599
0	0
79	32342
0	2904
906	34638
97	18479
2	1179
658	17053
694	26863
2	90
7	1556
831	33025
46	32078
292	17307
419	24540
332	44011
904	21374
1	130
131	13221
315	37757
891	31845
1	361
1442	33955
62	11063
55	11551
108	4289
0	0
480	35972
665	44724
481	36805
1	2300
0	7836
8	875
15	6483
2	9226
98	31657
454	25725
0	4998
848	20095
0	0
287	16178
202	33901
14	4161
7	3249
158	33509
102	4045
759	17221
647	43349
36	11351
111	15230
720	50348
0	0
448	18452
109	4167
13	5303
745	40833
39	25448
690	35320
27	8192
889	22621
77	35562
82	26874
1017	39922
0	0
1465	32683
1105	28331
19	1109
0	1589
179	15919
98	12011
1486	42015
571	25834
64	13586
49	28232
114	32837
301	19803
14	6300
1	393
5	2113
0	0
0	0
28	23149
255	5881
233	31392
13	324
106	4079
246	36563
0	6362
0	0
129	6381
148	2893
669	42161
0	3635
320	43002
368	38875
369	40975
938	34703
17	4006
450	47671
1270	33963
920	31619
601	13011
188	12882
375	40964
159	34347
0	0
306	18651
515	33699
0	0
88	15418
489	46840
1	443
0	0
437	44034
220	4670
1	330
315	35645
3	223
687	28603
0	352
167	33167
0	0
22	22457
0	0
0	0
693	38440
1045	28900
367	29850
606	15532
41	16244
0	0
26	7771
651	13303
717	45520
1	5295
1473	35754
0	4108
2	1056
557	21286
0	0
32	4142
126	30369
0	0
15	4460
0	0
0	0
45	35764
269	23705
0	0
45	34379
242	38521
0	2254
60	10825
81	31444
1281	39870
992	50305
83	1605
1084	29331
0	0
0	0
233	19119
13	15389
260	39704
936	44404
640	29262
0	0
1	88
369	45121
42	25774
25	28052
32	29226
74	30706
811	32900
278	20882
264	32107
211	4577
187	27211
0	0
185	33575
56	2962
69	12388
103	31802
62	35813
48	23713
527	12671
108	33062
983	35854
79	16802
24	17956
56	38712
1	2424
0	0
33	7178
0	0
1050	29248
75	32704
987	39547
36	34404
0	0
129	31570
107	26424
2	280
0	0
958	35315
0	1748
190	12076
197	35341
77	1153
322	43399
6	7280
45	849
1022	26528
178	34763
179	11690
0	0
1	6885
36	10251
801	38743
0	0
0	0
802	50480
560	11839
5	304
35	28597
432	9887
1110	23611
16	8358
97	20486
15	6642
0	0
2	8193
290	16440
420	41133
204	15233
338	44475
1365	32489
1	30
0	0
0	0
0	6871
32	4065
1478	41140
62	36929
1088	41547
458	48072
513	44555
0	0
938	34883
1088	51054
0	0
24	4050
73	3697
136	26023
9	1581
648	14419
619	48979
894	23570
0	8106
1224	48985
0	0
54	36484
949	22727
0	4106
607	22529
1	1968
0	0
21	8251
0	4496
65	3308
454	26125
0	0
119	33498
151	12334
4	990
0	599
18	9464
45	11898
44	36536
8	4200
4	1135
0	3775
0	0
0	5767
2	213
1	239
0	0
1	182
548	42189
74	33746
0	0
147	16112
360	15771
2	1491
114	32782
27	9788
340	42962
116	22319
0	0
0	0
0	0
88	32870
60	36845
529	41354
69	36127
21	7328
0	0
714	50324
31	891
118	23313
1320	35501
9	921
279	18751
571	37443
244	37079
314	34133
923	51200
2	3801
101	20060
298	39521
52	37724
46	23532
0	0
222	26515
0	0
77	31412
1	292
254	19935
0	0
0	0
520	45197
1413	31308
0	1607
0	0
0	5722
0	0
6	2030
10	8970
0	0
8	5742
0	0
133	28600
874	22080
819	17281
0	575
112	31840
21	20970
0	0
83	30957
5	1834
1	5917
0	0
500	38149
494	27416
6	8772
75	30239
2	7004
548	33424
0	1874
135	33665
345	42776
130	27989
27	14861
273	38899
235	37413
614	37767
34	5271
68	34699
0	0
52	30888
431	23722
95	33752
55	38591
1	228
1258	42003
0	0
1	2907
1349	41292
0	0
0	0
1516	34780
110	32140
247	38626
204	34887
783	49657
101	18964
0	3264
0	0
7	2019
1	123
92	33074
1	599
608	34817
1	51
6	806
46	30939
135	26513
56	36967
0	301
67	36673
0	0
0	0
0	0
0	0
0	0
