real	estimada
46	2189
0	0
0	0
12	2542
0	0
0	0
0	150
15	2267
164	2745
6	1802
65	3574
77	3210
0	0
0	0
0	0
39	2868
1	1
3	104
12	2614
0	0
102	3216
9	1902
0	900
0	895
0	0
15	1911
0	0
6	1920
0	0
0	0
12	2433
83	3363
0	0
0	0
0	0
7	1787
0	0
9	1916
0	0
7	1548
14	2662
0	0
0	0
2	404
12	1428
0	516
11	2223
0	43
0	0
9	2244
29	2315
25	2426
134	3438
4	1780
0	900
73	1504
28	3158
12	1819
44	2115
0	0
0	0
0	900
0	0
33	2873
6	3007
7	2844
22	2099
2	271
4	1875
0	0
103	2352
0	0
30	2220
14	2267
129	2116
22	2287
0	0
6	2279
168	2815
8	2855
0	899
0	0
1	367
0	0
22	3146
0	0
0	0
0	0
47	3296
56	3274
0	0
0	0
6	615
49	2180
4	211
45	2341
36	961
12	1993
9	752
0	384
0	0
0	0
11	2403
88	2168
0	0
38	2250
12	2233
15	2056
0	0
11	1801
5	1214
2	904
0	0
145	2688
0	190
0	0
31	3203
2	269
15	2337
0	0
0	899
0	0
0	0
11	111
0	0
5	935
0	899
0	0
0	0
3	1282
0	0
0	0
68	2138
0	519
0	0
0	14
216	2946
6	2170
0	900
0	0
0	899
5	1341
16	1995
70	1991
0	241
0	0
0	0
0	0
0	0
6	2738
0	899
81	3231
0	693
10	1318
134	2857
49	3263
8	2683
24	2372
1	112
0	0
0	0
2	904
5	2139
0	0
0	40
79	3245
0	822
30	2382
13	1645
0	0
0	899
80	1292
17	2470
24	3247
80	3427
34	2262
56	2398
7	783
0	15
0	0
93	3395
68	2232
0	0
0	0
0	0
18	2359
0	51
2	56
0	0
55	2257
0	0
0	0
141	2700
6	2107
0	0
51	1357
47	3495
0	900
15	2319
0	0
141	3474
72	2458
28	1387
0	0
12	2724
5	1646
0	0
0	0
0	579
0	0
191	3014
30	3301
0	0
20	2230
0	0
0	0
0	0
34	2728
9	973
176	2741
0	0
0	0
12	2194
0	14
148	2537
11	1098
0	631
0	0
0	0
47	3638
144	2372
8	2347
11	2659
0	0
4	2122
68	2330
51	2535
0	0
29	778
0	0
26	2371
104	2601
5	2030
26	2297
0	0
0	899
4	693
8	2695
0	0
33	2448
0	0
22	1948
0	0
79	2403
6	2010
20	3198
0	0
0	0
0	899
71	3325
27	2880
4	1210
0	0
0	0
0	308
50	3350
0	0
8	2021
13	2043
0	0
11	1727
0	0
0	0
57	2857
0	0
27	2336
127	3424
6	1954
0	0
185	3659
0	762
7	2711
2	21
12	1793
0	100
0	0
0	181
17	1991
0	0
14	1977
3	1026
0	0
56	2596
78	3317
26	2669
9	72
0	899
0	4
0	150
34	3018
74	2413
118	3418
0	0
129	2734
2	276
0	900
0	0
20	1898
36	547
13	2295
61	3355
0	305
6	1330
0	0
13	1923
0	0
0	149
0	0
4	11
7	2548
0	0
0	0
3	2111
39	2995
0	0
5	2014
143	2935
5	2267
0	0
82	2594
0	0
7	1683
6	346
0	0
0	0
0	0
0	0
0	0
7	1721
0	0
146	2547
0	0
4	150
30	3006
0	0
0	736
227	2986
2	319
0	0
0	0
0	0
0	0
0	0
179	3096
0	0
19	2283
0	0
5	2297
6	2018
0	0
0	0
15	1713
7	2345
145	2705
0	899
0	0
93	2567
15	2227
40	2282
0	0
0	0
0	7
0	0
1	181
0	0
0	0
10	1771
26	3068
0	0
0	0
0	0
0	0
14	2032
0	0
0	0
54	2308
34	2464
0	0
2	944
0	0
0	0
4	510
1	455
0	0
0	166
13	2230
51	2007
0	0
5	1379
5	1980
0	618
0	0
2	422
13	2288
0	899
0	0
0	0
16	2240
0	149
0	0
0	0
45	3458
7	927
5	703
3	592
0	0
0	0
98	2351
0	0
0	0
2	1380
0	0
64	3221
7	1395
0	0
10	1382
0	0
0	899
50	2786
6	2369
0	429
0	0
7	654
22	2217
99	2294
0	0
0	118
4	1808
0	0
0	0
4	2419
0	325
0	900
43	2278
0	0
0	0
0	150
5	1726
0	737
4	1274
1	170
0	0
63	3241
0	0
0	0
0	48
0	0
0	900
208	2992
2	965
22	2619
0	0
158	3273
9	1556
23	2074
7	2254
4	414
0	0
0	900
0	294
0	0
9	1790
0	0
25	2187
15	1886
0	378
3	1689
0	0
16	982
0	826
12	2197
5	1787
0	0
0	0
153	2509
46	2721
0	0
16	2571
2	1586
7	1925
0	0
62	3185
0	781
0	0
38	2910
4	1228
6	2201
118	2611
0	150
7	1883
