 -78.00092  -34.47413 0.000000
 -78.00092  -33.41227 0.000000
 -78.00092  -32.35042 0.000000
 -78.00092  -31.28857 0.000000
 -78.00092  -30.22672 0.000000
 -78.00092  -29.16486 0.000000
 -78.00092  -28.10301 0.000000
 -78.00092  -27.04116 0.000000
 -78.00092  -25.97930 0.000000
 -78.00092  -24.91745 0.000000
 -78.00092  -23.85560 0.000000
 -78.00092  -22.79374 0.000000
 -78.00092  -21.73189 0.000000
 -78.00092  -20.67004 0.000000
 -78.00092  -19.60818 0.000000
 -78.00092  -18.54633 0.000000
 -78.00092  -17.48448 0.000000
 -78.00092  -16.42262 0.000000
 -78.00092  -15.36077 0.000000
 -78.00092  -14.29892 0.000000
 -78.00092  -13.23706 0.000000
 -78.00092  -12.17521 18.302817
 -78.00092  -11.11336 95.579947
 -78.00092  -10.05150 258.700289
 -78.00092   -8.98965 204.213576
 -78.00092   -7.92780 71.895420
 -78.00092   -6.86594 100.819744
 -78.00092   -5.80409 97.776997
 -78.00092   -4.74224 80.988866
 -78.00092   -3.68039 0.000000
 -78.00092   -2.61853 0.000000
 -78.00092   -1.55668 0.000000
 -78.00092   -0.49483 0.000000
 -78.00092    0.56703 0.000000
 -78.00092    1.62888 0.000000
 -78.00092    2.69073 0.000000
 -78.00092    3.75259 0.000000
 -78.00092    4.81444 0.000000
 -78.00092    5.87629 0.000000
 -78.00092    6.93815 0.000000
 -76.92062  -34.47413 0.000000
 -76.92062  -33.41227 0.000000
 -76.92062  -32.35042 0.000000
 -76.92062  -31.28857 0.000000
 -76.92062  -30.22672 0.000000
 -76.92062  -29.16486 0.000000
 -76.92062  -28.10301 0.000000
 -76.92062  -27.04116 0.000000
 -76.92062  -25.97930 0.000000
 -76.92062  -24.91745 0.000000
 -76.92062  -23.85560 0.000000
 -76.92062  -22.79374 0.000000
 -76.92062  -21.73189 0.000000
 -76.92062  -20.67004 0.000000
 -76.92062  -19.60818 0.000000
 -76.92062  -18.54633 0.000000
 -76.92062  -17.48448 0.000000
 -76.92062  -16.42262 0.000000
 -76.92062  -15.36077 0.000000
 -76.92062  -14.29892 0.000000
 -76.92062  -13.23706 0.000000
 -76.92062  -12.17521 151.187801
 -76.92062  -11.11336 151.987206
 -76.92062  -10.05150 184.280768
 -76.92062   -8.98965 93.685336
 -76.92062   -7.92780 62.427394
 -76.92062   -6.86594 87.355012
 -76.92062   -5.80409 109.722440
 -76.92062   -4.74224 97.067812
 -76.92062   -3.68039 0.000000
 -76.92062   -2.61853 0.000000
 -76.92062   -1.55668 0.000000
 -76.92062   -0.49483 0.000000
 -76.92062    0.56703 0.000000
 -76.92062    1.62888 0.000000
 -76.92062    2.69073 0.000000
 -76.92062    3.75259 0.000000
 -76.92062    4.81444 0.000000
 -76.92062    5.87629 0.000000
 -76.92062    6.93815 0.000000
 -75.84032  -34.47413 0.000000
 -75.84032  -33.41227 0.000000
 -75.84032  -32.35042 0.000000
 -75.84032  -31.28857 0.000000
 -75.84032  -30.22672 0.000000
 -75.84032  -29.16486 0.000000
 -75.84032  -28.10301 0.000000
 -75.84032  -27.04116 0.000000
 -75.84032  -25.97930 0.000000
 -75.84032  -24.91745 0.000000
 -75.84032  -23.85560 0.000000
 -75.84032  -22.79374 0.000000
 -75.84032  -21.73189 0.000000
 -75.84032  -20.67004 0.000000
 -75.84032  -19.60818 0.000000
 -75.84032  -18.54633 0.000000
 -75.84032  -17.48448 0.000000
 -75.84032  -16.42262 0.000000
 -75.84032  -15.36077 0.000000
 -75.84032  -14.29892 0.000000
 -75.84032  -13.23706 0.000000
 -75.84032  -12.17521 176.079344
 -75.84032  -11.11336 225.059615
 -75.84032  -10.05150 166.972367
 -75.84032   -8.98965 124.877609
 -75.84032   -7.92780 150.679564
 -75.84032   -6.86594 125.357772
 -75.84032   -5.80409 105.624039
 -75.84032   -4.74224 55.475054
 -75.84032   -3.68039 0.000000
 -75.84032   -2.61853 0.000000
 -75.84032   -1.55668 0.000000
 -75.84032   -0.49483 0.000000
 -75.84032    0.56703 0.000000
 -75.84032    1.62888 0.000000
 -75.84032    2.69073 0.000000
 -75.84032    3.75259 0.000000
 -75.84032    4.81444 0.000000
 -75.84032    5.87629 0.000000
 -75.84032    6.93815 0.000000
 -74.76002  -34.47413 0.000000
 -74.76002  -33.41227 0.000000
 -74.76002  -32.35042 0.000000
 -74.76002  -31.28857 0.000000
 -74.76002  -30.22672 0.000000
 -74.76002  -29.16486 0.000000
 -74.76002  -28.10301 0.000000
 -74.76002  -27.04116 0.000000
 -74.76002  -25.97930 0.000000
 -74.76002  -24.91745 0.000000
 -74.76002  -23.85560 0.000000
 -74.76002  -22.79374 0.000000
 -74.76002  -21.73189 0.000000
 -74.76002  -20.67004 0.000000
 -74.76002  -19.60818 0.000000
 -74.76002  -18.54633 0.000000
 -74.76002  -17.48448 0.000000
 -74.76002  -16.42262 0.000000
 -74.76002  -15.36077 0.000000
 -74.76002  -14.29892 0.000000
 -74.76002  -13.23706 0.000000
 -74.76002  -12.17521 103.794971
 -74.76002  -11.11336 180.760501
 -74.76002  -10.05150 126.518932
 -74.76002   -8.98965 100.960031
 -74.76002   -7.92780 196.717580
 -74.76002   -6.86594 108.256742
 -74.76002   -5.80409 64.917282
 -74.76002   -4.74224 26.874138
 -74.76002   -3.68039 0.000000
 -74.76002   -2.61853 0.000000
 -74.76002   -1.55668 0.000000
 -74.76002   -0.49483 0.000000
 -74.76002    0.56703 0.000000
 -74.76002    1.62888 0.000000
 -74.76002    2.69073 0.000000
 -74.76002    3.75259 0.000000
 -74.76002    4.81444 0.000000
 -74.76002    5.87629 0.000000
 -74.76002    6.93815 0.000000
 -73.67972  -34.47413 0.000000
 -73.67972  -33.41227 0.000000
 -73.67972  -32.35042 0.000000
 -73.67972  -31.28857 0.000000
 -73.67972  -30.22672 0.000000
 -73.67972  -29.16486 0.000000
 -73.67972  -28.10301 0.000000
 -73.67972  -27.04116 0.000000
 -73.67972  -25.97930 0.000000
 -73.67972  -24.91745 0.000000
 -73.67972  -23.85560 0.000000
 -73.67972  -22.79374 0.000000
 -73.67972  -21.73189 0.000000
 -73.67972  -20.67004 0.000000
 -73.67972  -19.60818 0.000000
 -73.67972  -18.54633 0.000000
 -73.67972  -17.48448 0.000000
 -73.67972  -16.42262 0.000000
 -73.67972  -15.36077 0.000000
 -73.67972  -14.29892 0.000000
 -73.67972  -13.23706 0.000000
 -73.67972  -12.17521 127.745298
 -73.67972  -11.11336 160.893191
 -73.67972  -10.05150 142.324359
 -73.67972   -8.98965 205.409177
 -73.67972   -7.92780 345.905616
 -73.67972   -6.86594 268.823462
 -73.67972   -5.80409 104.157480
 -73.67972   -4.74224 32.275034
 -73.67972   -3.68039 0.000000
 -73.67972   -2.61853 0.000000
 -73.67972   -1.55668 0.000000
 -73.67972   -0.49483 0.000000
 -73.67972    0.56703 0.000000
 -73.67972    1.62888 0.000000
 -73.67972    2.69073 0.000000
 -73.67972    3.75259 0.000000
 -73.67972    4.81444 0.000000
 -73.67972    5.87629 0.000000
 -73.67972    6.93815 0.000000
 -72.59943  -34.47413 0.000000
