real	estimada
0	0
36	2189
7	1527
22	1840
0	0
3	253
0	0
5	1239
18	1718
8	1704
5	1422
0	0
68	2154
0	0
171	2150
7	1507
5	1076
15	1431
16	997
0	355
1	269
35	1375
0	624
64	2139
5	1049
1	62
99	1201
0	0
39	2222
103	1230
11	1317
0	624
9	1047
0	0
4	1016
2	70
0	0
19	1996
0	0
0	0
0	49
70	1788
81	1802
0	0
0	0
4	916
0	0
25	198
59	1839
3	941
17	2079
0	0
1	97
0	624
0	0
0	0
66	1909
0	0
91	1886
0	0
3	116
5	116
8	1525
5	1396
0	0
37	2008
3	205
0	0
0	625
0	0
50	2452
2	3
0	0
0	0
0	0
0	625
156	1880
54	2522
0	624
0	0
0	0
208	2233
0	0
5	1275
0	0
0	125
135	2047
68	1855
13	1641
8	41
74	1739
0	0
209	2256
0	315
10	1654
105	1390
0	179
16	1513
0	347
6	1266
2	626
0	0
0	0
0	0
0	0
10	1544
152	2063
0	0
4	1095
32	1668
13	2175
164	1998
0	0
30	939
1	11
0	0
0	0
0	0
0	0
4	1308
11	1366
24	1700
81	1250
0	0
0	0
44	1837
0	0
0	624
8	2214
4	1090
87	2506
20	2144
0	0
44	2254
0	625
13	2360
6	1322
0	0
0	5
0	0
0	341
0	21
0	624
0	0
0	0
7	48
40	721
2	627
0	625
15	1532
15	1620
15	1744
14	1780
0	624
58	610
72	1469
34	842
14	1562
0	85
0	0
0	444
6	1544
0	0
5	975
31	1342
0	145
37	1704
0	0
4	373
23	2073
141	2126
1	18
0	0
21	1488
201	2284
22	1556
66	2335
9	713
80	2387
0	0
3	744
6	1268
0	127
1	195
16	1624
223	2264
0	624
0	0
0	0
14	1423
8	1523
0	624
4	235
6	310
46	1978
5	1423
0	349
0	625
10	1340
0	0
0	0
0	0
97	2522
2	581
49	1606
5	1568
0	0
25	1522
4	1612
46	2470
0	0
133	2121
39	1673
0	0
9	1610
0	53
0	0
39	2015
40	2232
9	602
0	264
0	0
0	625
0	0
0	0
145	1795
0	0
10	1439
0	0
0	0
0	88
4	385
0	0
148	2063
0	459
26	2324
16	1481
34	522
0	0
7	741
17	220
0	294
0	0
10	1297
9	1679
0	0
137	2079
0	0
9	1081
0	135
21	896
0	0
149	2096
11	1117
34	2373
0	0
0	624
25	1627
2	634
0	0
7	1333
6	1558
0	0
0	0
0	118
0	0
14	1365
5	665
0	0
15	1702
0	0
28	2067
0	0
0	0
0	0
0	0
19	180
28	1943
29	1696
0	0
0	0
218	2234
0	486
11	1666
6	1660
1	18
0	30
0	0
0	625
14	1016
150	1894
19	1503
125	1759
0	0
10	789
8	1466
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	103
45	2377
0	0
0	0
36	898
6	957
3	30
15	1361
0	0
0	0
80	2407
2	1289
0	0
0	0
12	1624
6	269
5	1519
0	0
2	302
5	329
7	1276
56	2266
0	0
12	1477
2	268
0	0
1	312
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	938
0	0
0	604
0	0
1	12
3	1134
4	613
0	0
1	484
0	0
13	1447
0	0
0	0
16	1514
13	1594
8	735
19	2149
108	1900
0	0
0	0
34	2002
0	625
38	2071
7	1544
10	1264
23	2138
7	1474
0	0
0	0
22	128
59	1778
0	76
0	0
0	0
12	1338
5	1386
0	0
95	2533
0	128
0	0
0	0
0	0
30	1470
0	0
25	1187
0	0
0	0
0	0
0	0
46	1690
0	0
7	1643
0	2
11	1967
4	663
4	414
0	0
0	0
0	0
0	0
227	2833
0	31
49	2374
13	1664
0	131
0	0
0	0
2	248
7	1400
0	0
0	0
0	0
0	0
9	1090
15	1426
0	0
0	0
8	1838
107	2119
34	2431
16	1604
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
41	588
68	2140
17	1395
49	1882
66	2046
0	0
0	625
1	809
0	0
0	0
128	2092
0	0
18	1148
34	1641
0	0
59	2196
83	1633
0	0
0	73
131	1886
0	0
0	0
0	0
195	2772
2	47
0	625
0	624
0	0
0	624
0	0
0	0
48	2347
10	1448
30	2346
25	1678
10	1591
79	1102
0	124
9	1488
0	0
8	1874
0	0
106	1388
7	487
0	0
8	1859
0	0
16	1421
0	0
0	0
0	0
5	1487
0	0
0	0
0	0
0	0
0	625
0	0
0	124
162	2006
0	0
27	1713
7	1933
0	0
0	0
52	517
9	1624
0	0
0	0
107	2397
19	1627
191	2112
