 -78.00185  -34.48168 0.000000
 -78.00185  -34.05686 0.000000
 -78.00185  -33.63203 0.000000
 -78.00185  -33.20721 0.000000
 -78.00185  -32.78238 0.000000
 -78.00185  -32.35756 0.000000
 -78.00185  -31.93274 0.000000
 -78.00185  -31.50791 0.000000
 -78.00185  -31.08309 0.000000
 -78.00185  -30.65827 0.000000
 -78.00185  -30.23344 0.000000
 -78.00185  -29.80862 0.000000
 -78.00185  -29.38379 0.000000
 -78.00185  -28.95897 0.000000
 -78.00185  -28.53415 0.000000
 -78.00185  -28.10932 0.000000
 -78.00185  -27.68450 0.000000
 -78.00185  -27.25968 0.000000
 -78.00185  -26.83485 0.000000
 -78.00185  -26.41003 0.000000
 -78.00185  -25.98520 0.000000
 -78.00185  -25.56038 0.000000
 -78.00185  -25.13556 0.000000
 -78.00185  -24.71073 0.000000
 -78.00185  -24.28591 0.000000
 -78.00185  -23.86109 0.000000
 -78.00185  -23.43626 0.000000
 -78.00185  -23.01144 0.000000
 -78.00185  -22.58661 0.000000
 -78.00185  -22.16179 0.000000
 -78.00185  -21.73697 0.000000
 -78.00185  -21.31214 0.000000
 -78.00185  -20.88732 0.000000
 -78.00185  -20.46250 0.000000
 -78.00185  -20.03767 0.000000
 -78.00185  -19.61285 0.000000
 -78.00185  -19.18802 0.000000
 -78.00185  -18.76320 0.000000
 -78.00185  -18.33838 0.000000
 -78.00185  -17.91355 0.000000
 -78.00185  -17.48873 0.000000
 -78.00185  -17.06391 0.000000
 -78.00185  -16.63908 0.000000
 -78.00185  -16.21426 0.000000
 -78.00185  -15.78943 0.000000
 -78.00185  -15.36461 0.000000
 -78.00185  -14.93979 0.000000
 -78.00185  -14.51496 0.000000
 -78.00185  -14.09014 0.000000
 -78.00185  -13.66532 0.000000
 -78.00185  -13.24049 0.000000
 -78.00185  -12.81567 0.000000
 -78.00185  -12.39084 0.000000
 -78.00185  -11.96602 0.000000
 -78.00185  -11.54120 4.512894
 -78.00185  -11.11637 7.489405
 -78.00185  -10.69155 10.141415
 -78.00185  -10.26673 4.057227
 -78.00185   -9.84190 6.391371
 -78.00185   -9.41708 5.261333
 -78.00185   -8.99225 6.519686
 -78.00185   -8.56743 2.411967
 -78.00185   -8.14261 10.372327
 -78.00185   -7.71778 1.433653
 -78.00185   -7.29296 0.842810
 -78.00185   -6.86814 1.834833
 -78.00185   -6.44331 6.308213
 -78.00185   -6.01849 3.889027
 -78.00185   -5.59366 0.000000
 -78.00185   -5.16884 0.020941
 -78.00185   -4.74402 0.760562
 -78.00185   -4.31919 0.000000
 -78.00185   -3.89437 0.000000
 -78.00185   -3.46955 0.000000
 -78.00185   -3.04472 0.000000
 -78.00185   -2.61990 0.000000
 -78.00185   -2.19507 0.000000
 -78.00185   -1.77025 0.000000
 -78.00185   -1.34543 0.000000
 -78.00185   -0.92060 0.000000
 -78.00185   -0.49578 0.000000
 -78.00185   -0.07096 0.000000
 -78.00185    0.35387 0.000000
 -78.00185    0.77869 0.000000
 -78.00185    1.20352 0.000000
 -78.00185    1.62834 0.000000
 -78.00185    2.05316 0.000000
 -78.00185    2.47799 0.000000
 -78.00185    2.90281 0.000000
 -78.00185    3.32763 0.000000
 -78.00185    3.75246 0.000000
 -78.00185    4.17728 0.000000
 -78.00185    4.60211 0.000000
 -78.00185    5.02693 0.000000
 -78.00185    5.45175 0.000000
 -78.00185    5.87658 0.000000
 -78.00185    6.30140 0.000000
 -78.00185    6.72622 0.000000
 -78.00185    7.15105 0.000000
 -78.00185    7.57587 0.000000
 -77.54584  -34.48168 0.000000
 -77.54584  -34.05686 0.000000
 -77.54584  -33.63203 0.000000
