real	estimada
0	0
26	8426
49	4019
352	8203
8	3050
0	0
0	0
0	0
276	7212
44	6661
39	5761
53	7964
5	2138
0	0
0	0
0	0
0	0
0	2241
123	5343
0	0
38	7230
0	0
0	0
13	8556
336	12549
1	234
0	0
21	3418
2	115
46	7915
0	0
0	0
16	9643
0	0
17	8742
0	0
0	0
0	0
20	9033
0	0
18	7678
2	29
0	0
39	1410
440	10011
80	4507
25	7810
315	9977
37	5468
0	0
0	0
199	3446
541	10569
0	0
5	1385
56	8032
555	9732
22	7790
136	8743
0	0
0	3599
0	0
239	4528
13	7945
87	11873
0	0
155	5144
0	3599
0	0
141	2239
7	3425
166	12698
0	336
29	8080
381	9219
376	6888
0	0
0	0
45	9051
0	0
0	0
0	202
248	12899
8	6711
0	0
277	12752
321	10458
15	8176
0	0
13	1493
0	1256
154	12560
1	1282
0	3599
15	5672
106	8813
0	0
43	7972
46	8158
0	0
0	0
531	10033
32	9483
0	299
0	0
334	13137
0	488
0	0
0	0
67	9011
0	0
2	1980
0	1328
98	9210
17	7386
23	7706
2	222
0	1458
1	2979
7	2619
2	3603
33	9113
16	8719
0	55
0	300
5	2253
0	0
0	0
101	1457
127	11172
0	0
154	3174
0	299
0	2404
2	241
1	20
163	9685
3	3602
15	7382
0	0
0	0
0	0
24	8240
20	9444
172	9134
119	9361
13	3599
97	11126
2	54
0	0
69	8546
0	0
0	0
66	4349
0	0
211	12877
20	7846
626	11289
17	9026
0	0
98	11895
5	521
16	8725
55	3298
16	8428
240	13397
11	6756
69	1963
0	3599
110	5224
64	8640
4	229
11	8537
13	873
43	8286
8	535
27	7601
30	8188
0	0
0	0
402	8981
46	3195
531	9408
12	3972
0	0
0	0
0	0
171	13344
268	9450
0	0
0	0
0	0
1	116
0	0
2	64
0	0
232	11203
0	0
190	9865
422	7934
224	9443
0	0
29	9913
0	3599
1	71
0	0
13	6515
366	6704
19	10435
213	11327
456	10535
109	9407
25	8386
86	12213
0	0
132	12476
31	10087
261	13194
103	11784
50	9133
226	10012
143	5957
0	25
0	0
30	8523
0	0
0	0
146	9491
0	0
8	3628
17	1797
57	8662
10	5416
17	7041
15	8302
57	8457
1	225
235	6107
121	6532
12	4176
0	0
0	300
1	242
92	12471
63	9429
49	6778
0	1330
0	0
19	1828
14	8602
0	3488
20	10099
1	1818
291	6968
0	0
571	10719
0	2069
61	6296
0	0
537	10369
104	10408
112	11387
29	5880
186	8108
0	0
12	8688
104	10709
191	9827
35	7351
25	7821
35	7742
0	300
1	27
17	10488
46	8781
0	0
0	0
41	7422
0	0
262	6919
0	0
50	8707
37	9175
1	2072
1	194
47	9017
474	9559
59	4262
0	0
9	2690
307	5874
132	5354
304	7260
0	0
16	3835
1	133
0	300
0	299
18	10081
0	0
260	13119
0	0
169	12374
0	0
0	0
0	0
0	0
214	10657
18	10576
178	8824
236	13388
199	9640
0	1091
0	0
23	9904
9	1901
0	0
4	1685
0	1536
0	0
0	0
9	5819
15	6632
10	2393
0	0
0	242
233	13466
253	13005
0	0
65	1374
0	0
0	0
0	0
31	8908
0	0
0	0
0	0
0	3445
0	0
29	5895
0	0
33	4225
48	8530
63	9353
0	0
0	0
7	4769
493	8518
16	7561
0	0
13	6703
24	8063
1	3432
11	6837
41	4008
12	5361
0	0
0	0
0	0
35	7123
0	0
255	4881
1	3600
14	8297
235	7056
0	1596
0	0
0	0
116	5672
21	8145
1	34
114	9965
0	0
27	9136
19	10748
0	0
216	8957
39	7516
52	7419
12	7287
404	10201
0	0
0	0
0	0
167	12207
109	12342
0	0
0	0
26	3614
0	0
0	0
0	165
0	732
15	6051
26	9193
0	0
17	9004
0	0
0	2843
47	7298
0	0
0	1421
0	0
1	299
1	261
222	12685
0	0
40	8508
8	4242
191	12774
279	5206
32	7708
0	3600
17	7561
79	8965
0	0
0	14
187	9890
0	382
137	6680
63	8783
0	1272
159	7927
10	4353
1	11
10	3795
18	7886
0	0
25	8061
0	1516
1	125
0	299
0	206
122	6912
18	2470
0	0
0	0
209	12677
109	1969
29	9150
4	3463
409	8367
494	9276
467	9191
0	0
1	196
0	992
20	10523
2	1942
31	3832
9	8334
0	0
182	8306
310	5599
0	0
4	2341
2	3603
17	3702
0	1003
0	1197
117	12404
403	13370
12	2205
38	6970
0	1485
0	0
442	10268
0	0
1	671
109	10410
0	1737
32	8816
54	8318
104	2603
0	0
16	7767
94	10219
18	10593
220	12725
9	1633
169	9664
0	0
174	12984
39	4771
202	13043
33	5987
20	8713
62	9375
18	11105
13	253
317	13247
0	0
544	10546
0	0
0	0
2	68
191	4324
0	0
0	300
110	13115
