real	estimada
1732	72786
3151	77561
3791	108202
1	391
3382	116603
45	12359
1319	50744
1344	28356
0	0
1001	25221
1748	110734
18	3072
263	8289
1370	38192
2613	94334
3047	116732
2022	82189
20	6190
761	19623
793	21886
217	11358
1183	36251
1588	64856
2437	51381
2	2391
18	4616
138	19779
265	8992
1	592
3521	87174
69	6773
3031	69882
22	3096
1	65
549	46346
27	5417
3891	99096
0	0
25	4581
108	9949
1	744
2838	99009
6	604
3422	112454
336	23839
3583	77314
0	0
139	20501
289	8648
1	2366
1	1711
0	622
1	32
2849	88996
2266	53869
1721	40000
136	10394
141	17805
822	19824
1525	58349
2091	90467
24	3746
1997	81063
1541	37089
909	22404
1199	51373
1601	41653
1580	38706
3594	112305
1417	105692
169	19810
33	4852
51	6336
2107	57249
574	33351
170	12455
199	25412
814	21414
2166	113109
1	838
1	4
329	12883
212	10975
0	0
5	412
3450	114472
1	514
1216	97267
1	3741
769	19981
3213	77480
2	2207
227	62282
3427	108319
0	1226
1	91
969	22772
2067	51566
408	14452
104	15795
1332	54193
2312	72088
3264	91748
3389	81683
1825	74097
990	56799
3754	96112
2509	103411
1	2183
123	8026
3074	74485
1	1472
1182	99426
1	13
703	19916
296	8670
5	528
1374	66189
42	9863
515	16156
1881	53872
358	76615
1992	106562
1	1854
855	60170
511	15705
1137	29202
12	2362
2	5846
2	2801
1	1585
1	1285
1702	38381
0	0
673	86732
3709	94811
2270	80043
1	471
328	10771
1	761
236	30164
0	0
17	2425
381	9765
559	33757
2	6015
238	19114
3710	93172
5	349
2291	55799
2337	98148
2	133
1	553
24	4499
90	11590
714	16020
2140	70184
4	206
2547	115144
281	50793
1	9
299	71991
936	23681
128	8734
489	34360
2	3101
2991	72141
241	7825
1	1735
1586	42698
2122	89412
1	426
22	8629
1	2335
1	2570
1	1292
51	15632
180	19686
5	427
1789	60456
1478	41849
31	4988
2308	40796
2	5173
1320	41212
1	1530
171	30832
3	223
12	1810
2401	52310
0	0
0	0
684	14735
0	0
1505	99305
6	645
1	3485
940	20747
239	8147
1332	37135
1349	80971
2555	106458
2319	112639
1785	73200
1806	90746
2683	70914
2167	88242
3201	108411
655	14862
42	9938
377	27483
424	12851
1886	65004
2968	111862
3179	78940
1107	28346
1289	32022
0	0
3086	88457
1	914
212	7605
1896	93112
1796	56570
3008	91048
306	20590
81	15793
0	0
1	626
2984	103035
1247	48764
3514	85282
2749	72273
3713	86005
71	16247
1177	48220
1334	30694
1	103
2133	81061
3490	73777
1	2945
0	0
2422	64300
1	2801
2706	109958
1	743
559	79448
1	709
3632	95216
1099	66669
263	46220
89	14010
1	1671
1333	37477
1448	31107
2585	99169
368	10740
2295	99321
2705	78710
6	700
0	0
39	5134
432	29650
1	50
600	61177
3142	73321
1	250
0	0
2	3761
2090	103306
1	3433
162	8131
1289	67664
155	52095
1909	43144
2622	65598
645	81445
377	75943
2	106
3572	94260
204	24348
3286	107710
3161	79487
886	95045
1	3275
2	3610
479	36100
1839	109518
1	657
267	67595
1249	64375
720	20249
0	0
48	4994
232	8335
3515	76021
1	3402
1464	98330
696	19741
2	1997
1	1422
3690	95524
1311	42768
1938	68196
2	4832
1016	61969
76	15783
1666	42634
1712	53208
1763	107596
1579	51907
1961	75476
183	34444
29	6075
22	4198
1228	28985
443	11825
3145	106831
3	4438
903	21539
156	18246
444	13516
1764	56249
2143	51563
0	0
1202	31835
3502	85024
212	61196
1	230
3089	74437
1	1370
686	58554
817	90132
1	529
922	58583
1392	53333
3840	103866
2632	63608
1	3277
1418	58798
192	7472
1749	86092
3415	98725
3	6437
1506	105258
3614	85590
1149	40881
333	9345
396	49098
2198	81550
1	99
152	29432
2971	102585
0	0
1078	62068
36	5417
479	33934
303	60241
0	0
1	2310
2754	116542
122	17533
1219	34945
3254	80021
36	2978
1392	34603
1	252
1	4337
1	800
2736	54962
1	56
521	14398
5	381
1	3521
1	914
2896	70909
183	25266
1	2
2	7803
1422	58467
2414	42431
1151	30231
843	21376
703	18887
22	5606
1769	50831
1677	52162
1050	26769
1467	59589
3165	79265
3136	65199
1204	47255
2	7612
2	2738
1	3827
2570	107353
3393	87923
0	0
870	20278
1543	39225
3372	103670
2494	54895
582	12929
2990	95939
1	2514
3373	105889
1	494
1	244
57	10960
3414	83134
35	8019
2375	69658
289	71305
296	26608
10	1802
1	3653
1465	104885
1046	23552
1	520
1181	93477
603	19280
545	14411
123	9540
70	12361
71	7027
129	38118
940	25225
186	48759
1101	96442
3880	100049
2280	114754
691	16362
436	14851
1754	57848
26	7252
0	0
109	8834
2540	56437
49	6178
1	2236
0	0
1	1516
1046	22198
1	815
2628	108047
133	43092
1	2179
883	70014
39	7880
369	66575
328	10485
2868	74593
1	3340
2318	100571
2	4314
1407	39026
980	57069
0	0
318	14301
404	12291
197	37815
1	198
1492	30403
34	5649
2	5028
1477	56750
1029	22029
2	5414
1580	86985
1	571
1101	32908
0	0
2562	115875
0	0
322	69193
1269	52280
136	17398
35	8018
369	11569
163	9173
1820	65658
478	32632
2615	98255
2034	110233
3091	74697
3678	88473
0	0
1555	52598
18	3050
946	91951
3468	84184
233	14052
1	688
1	4387
929	92957
3319	80914
1	550
1	524
1954	76325
299	53591
2044	85812
