real	estimada
51	2645
10	1025
0	0
13	421
0	899
0	0
28	2556
49	2095
8	241
160	2998
0	0
24	1002
230	3495
55	2397
0	0
59	390
114	3462
0	552
23	782
208	1923
0	0
0	257
0	90
0	0
91	2593
493	3675
0	0
0	0
0	0
499	3954
0	0
11	2112
0	89
0	0
327	3930
0	0
0	0
27	2159
16	1030
339	2858
295	1928
0	645
155	2881
0	0
70	2483
42	2482
65	2652
0	0
0	37
24	2158
0	0
0	0
313	2304
137	3521
67	2623
0	3
207	1606
0	0
68	2464
2	545
0	693
66	2524
56	2357
0	0
0	0
0	0
40	2260
1	684
181	3811
182	1155
0	273
0	0
1	77
27	1121
41	2191
14	752
456	3672
0	0
1	5
0	0
398	3270
6	842
0	0
142	946
470	3742
1	26
0	0
78	446
18	2412
137	2756
10	1242
0	676
101	2755
527	3931
0	0
0	0
1	167
24	2218
1	876
0	0
0	0
0	0
280	2779
0	564
0	214
1	375
17	2035
129	3586
0	125
19	2915
8	810
0	785
0	0
16	2238
0	0
13	979
20	1705
188	3054
264	3597
0	900
25	1041
13	773
0	64
125	2834
18	1927
4	1277
0	0
2	36
0	89
0	135
0	0
0	0
89	3403
555	3625
0	703
358	4229
1	11
111	3417
0	0
1	53
0	0
0	0
0	102
18	2216
151	2097
8	555
56	2666
1	13
0	64
16	1701
5	447
169	2898
0	0
1	159
1	317
13	2276
1	89
0	226
0	0
178	2717
133	817
4	227
94	3580
0	899
0	0
149	2875
0	0
0	0
16	2274
0	0
0	0
0	707
20	2030
5	103
0	0
233	3176
14	2197
23	2461
0	0
25	1064
19	2452
0	0
215	4001
17	2749
2	170
0	733
2	903
0	0
44	1876
0	0
34	2091
45	2517
15	1895
16	2353
205	3088
1	143
4	1275
17	2512
15	732
196	3181
0	0
0	0
0	0
11	504
506	3860
0	0
0	0
316	3116
108	3510
0	90
1	125
0	0
56	626
0	0
115	3437
42	2224
0	899
0	0
0	74
258	2357
0	0
0	0
0	0
17	2314
0	0
0	0
0	0
19	2326
474	3771
0	0
58	297
175	2357
275	4124
224	3106
0	0
85	2723
18	1148
244	2154
0	0
0	0
12	952
17	2765
0	268
58	2312
23	67
330	2229
0	0
0	0
0	0
2	90
18	2180
317	2902
5	82
29	1405
0	0
47	2398
0	723
13	2077
0	910
9	113
171	3636
0	0
3	20
0	71
4	66
38	1669
0	712
153	1211
0	242
29	2135
6	416
1	89
0	0
0	0
0	0
98	3218
198	1495
455	3864
31	1645
124	3585
11	1044
0	0
245	3829
41	2361
21	2405
0	0
102	629
10	1678
421	2943
1	50
0	0
0	900
471	3769
0	0
224	3193
0	0
41	2005
2	91
16	2540
103	3087
125	3483
0	0
0	89
1	7
0	0
403	3598
50	2536
0	0
648	4980
0	54
0	87
103	2207
20	2060
0	0
31	2725
0	166
24	1967
0	0
0	0
457	3636
0	0
206	3134
250	3117
72	2393
1	37
0	0
0	0
11	2079
196	3596
0	0
25	2079
0	901
9	1516
0	0
0	0
9	1960
16	2546
12	2248
15	1100
0	0
79	1272
0	631
124	752
345	2683
249	3110
12	2290
0	0
0	0
0	751
18	2764
1	82
90	630
9	1444
0	0
24	2220
0	0
3	260
265	3991
0	0
0	900
104	1619
0	0
1	20
41	2438
25	2043
102	729
0	0
0	0
7	938
0	0
0	0
19	1364
0	611
4	297
0	0
450	3612
15	2496
8	22
0	0
0	0
178	3507
52	2200
237	3195
430	3623
0	0
3	116
419	3299
0	0
0	89
25	2130
14	2445
0	812
112	2912
103	3328
166	3008
0	0
0	363
541	3686
0	0
383	3504
106	3294
0	0
307	3850
22	2070
0	455
10	593
391	3350
0	0
525	3925
495	3637
0	0
40	2272
1	133
0	0
1	33
39	1971
0	0
68	2465
102	1992
21	1692
66	2507
0	737
137	3656
30	273
0	0
12	1757
24	2200
0	0
530	3544
33	1181
43	2417
0	0
200	3101
0	0
7	1748
181	3736
49	2274
9	2114
0	0
0	0
35	1467
63	1334
0	0
163	3689
2	62
0	261
12	1206
0	0
10	724
0	0
18	2781
0	0
30	1408
45	1712
356	3577
228	4033
98	1545
11	2122
19	2125
46	2364
0	89
0	0
12	2278
23	798
0	0
0	0
0	0
474	3803
29	2284
1	901
0	0
69	2662
382	3094
453	3349
1	225
14	217
15	2526
255	3178
30	2288
0	420
0	56
0	0
0	0
0	0
0	0
87	1593
153	2842
465	3749
0	0
46	2540
0	0
0	0
0	242
28	1556
0	0
0	0
0	89
21	1832
10	702
0	0
